ts_code,exchange,chairman,manager,secretary,reg_capital,setup_date,province,city,website,email,office,employees
601008.SH,SSE,李春宏,成彦龙,沙晓春,109382.6212,20011015,江苏,连云港市,www.jlpcl.com,shaxiaochun@jlpcl.com;liukun@jlpcl.com;lygport@jlpcl.com;bimanli@163.com,江苏省连云港市连云区中华路18号港口大厦22-23层,3526
603232.SH,SSE,孔令钢,杨文山,顾峰,19310.1694,19980303,上海,上海市,www.koal.com,stock@koal.com,上海市静安区江场西路299弄5号601室,592
601686.SH,SSE,李茂津,陈广岭,杜云志,141155.66,20111226,天津,天津市,www.yfgg.com,investor@yfgg.com,天津市静海区大邱庄镇百亿元工业区,11455
688488.SH,SSE,傅和亮,傅和亮,王广蓉,42000.0,20091215,江苏,扬州市,www.aidea.com.cn,ad@aidea.com.cn,江苏省扬州市邗江区刘庄路2号,341
688001.SH,SSE,陈文源,陈文源,蒋瑞翔,42908.6418,20050615,江苏,苏州市,www.hyc.cn,dongmiban@hyc.cn,江苏省苏州市苏州工业园区青丘巷8号,1116
601998.SH,SSE,李庆萍,方合英,张青,4893483.8426,19870420,北京,北京市,www.citicbank.com,ir_cncb@citicbank.com;ir@citicbank.com,"北京市朝阳区光华路10号院1号楼6-30层,32-42层",56881
601229.SH,SSE,金煜,朱健,李晓红,1420652.87,19960130,上海,上海市,www.bosc.cn,ir@bankofshanghai.com;ir@bosc.cn;webmaster@bosc.cn,上海市自由贸易试验区银城中路168号,12699
601009.SH,SSE,胡升荣,林静然,江志纯,1000701.6973,19960206,江苏,南京市,www.njcb.com.cn,boardoffice@njcb.com.cn;qim@njcb.com.cn,江苏省南京市玄武区中山路288号,11537
601169.SH,SSE,张东宁,杨书剑,刘彦雷,2114298.4272,19960129,北京,北京市,www.bankofbeijing.com.cn,snow@bankofbeijing.com.cn,北京市西城区金融大街丙17号北京银行大厦,14840
603093.SH,SSE,罗旭峰,李北新,钟益强,58000.0,19960528,浙江,杭州市,www.nanhua.net,nanhua-ir@nawaa.com,"浙江省杭州市西湖大道193号二层,三层",997
601878.SH,SSE,吴承根,王青山,张晖,361404.4514,20020509,浙江,杭州市,www.stocke.com.cn,zszq@stocke.com.cn,浙江省杭州市五星路201号,2753
688590.SH,SSE,郭玮,郭玮,隋卫东,18202.228,19940604,上海,上海市,www.newtouch.com,investor@newtouch.com,中国(上海)自由贸易试验区峨山路91弄98号(软件园1号楼)第四层至第六层,4517
601696.SH,SSE,宁敏,宁敏,翟增军,277800.0,20020228,上海,上海市,www.bocichina.com,webmaster@bocichina.com;zengjun.zhai@bocichina.com,"上海市浦东新区银城中路200号中银大厦39,40,41层,北京市西城区西单北大街110号7层",2705
603308.SH,SSE,杜应流,杜应流,杜超,48796.2086,20060425,安徽,合肥市,www.yingliugroup.com,ylgf@yingliugroup.cn,安徽省合肥市经济技术开发区繁华大道566号,4474
601236.SH,SSE,李素明,李素明,杨洁,363340.5396,20020131,云南,昆明市,www.hongtastock.com,zhaokai@hongtastock.com;investor@hongtastock.com;yangjie@hongtastock.com,云南省昆明市北京路155号附1号,1259
603968.SH,SSE,庆九,丁彩峰,俞新南,20448.0,19590601,江苏,南通市,www.ntacf.com,aac@ntacf.com,江苏省南通市经济技术开发区江山路968号,728
601186.SH,SSE,汪建平,庄尚标,赵登善,1357954.15,20071105,北京,北京市,www.crcc.cn,ir@crcc.cn,北京市海淀区复兴路40号东院,293884
688101.SH,SSE,蓝伟光,方富林,戴晓星,33388.0,20050426,陕西,延安市,www.suntar.com,ir@suntar.com,福建省厦门市集美区杏林锦亭北路66号,1005
603615.SH,SSE,陈葵生,陈葵生,翁林彦,24455.0,19970303,福建,福州市,www.chahuajj.com,603615@chahuajj.com,福建省福州市晋安区鼓山镇蕉坑路168号,1441
688181.SH,SSE,赵雷,赵雷,薛秀媛,9647.3014,20040709,北京,北京市,www.bayi.com.cn,byzq@bayi.com.cn,北京市房山区燕山东流水路20号院4号楼1-5层101,326
688379.SH,SSE,金李梅,金李梅,胡岭,8800.0,19971119,浙江,杭州市,www.cn-huaguang.com,bdo@cn-huaguang.com;huling@cn-huaguang.com,浙江省杭州市余杭区仁和街道启航路82号3幢等,462
603027.SH,SSE,伍超群,伍超群,吕科霖,66567.5318,19960131,四川,眉山市,www.qianhefood.com,irm@qianhefood.com,四川省眉山市东坡区城南岷家渡,2047
603871.SH,SSE,韩景华,孟联,聂慧峰,21952.0,20050622,北京,北京市,www.jyinternational.com.cn,jy_board@jyinternational.com.cn;niehuifeng@jyinternational.com.cn,北京市西城区月坛北街26号恒华国际商务中心8层806号,465
603297.SH,SSE,曹其东,毛磊,李舟容,11053.0,19970221,浙江,宁波市,www.yxopt.com,zqb@yxopt.com,浙江省宁波市国家高新区木槿路169号,1258
603185.SH,SSE,杨建良,杨建良,庄柯杰,23250.9,20020928,江苏,无锡市,www.wuxisj.com,wxsjzqb@163.com,江苏省无锡市滨湖区雪浪街道南湖中路158号,1599
603788.SH,SSE,钱高法,钱国年,彭丽娜,22306.5068,19990120,浙江,宁波市,www.gaofacable.com,ir@gaofacable.com,浙江省宁波市鄞州区下应北路717号,1401
603345.SH,SSE,刘鸣鸣,张清苗,梁晨,23667.4649,20011224,福建,厦门市,www.anjoyfood.com,zhengquanbu@anjoyfood.com;linyang@anjoyfood.com,福建省厦门市海沧区新阳路2508号,10936
688360.SH,SSE,卓序,卓序,郭爱华,8567.6599,20010429,浙江,湖州市,www.damon-group.com,ir@damon-group.com,浙江省湖州市埭溪镇上强工业区,902
688608.SH,SSE,LIANG ZHANG,LIANG ZHANG,赵国光,12000.0,20150608,上海,上海市,www.bestechnic.com,ir@bestechnic.com,上海市浦东新区金科路2889弄长泰广场B座201/205,218
603650.SH,SSE,Zhang Ning,周建辉,李敏,58598.75,20080604,上海,上海市,www.rachem.com,securities@rachem.com,上海市浦东新区银城中路501号上海中心大厦25层2501室,702
601155.SH,SSE,王晓松,王晓松,陈鹏,225573.7186,19960630,江苏,常州市,www.seazen.com.cn,xckg@xincheng.com,上海市普陀区中江路388弄6号新城控股大厦A座,28058
688168.SH,SSE,钟竹,苏长君,夏振富,5118.0,20070525,北京,北京市,www.abtnetworks.com,xiazf@abtnetworks.com,北京市海淀区西北旺东路十号院东区15号楼A座301,192
603519.SH,SSE,蒋达伟,蒋达伟,顾春兰,22193.9866,19940119,江苏,无锡市,www.jsliba.com,jslb@jsliba.com,江苏省宜兴市环保科技工业园画溪路88号,306
601606.SH,SSE,王本河,何勇,张兆忠,72422.84,20001116,安徽,合肥市,www.ahccjg.com.cn,ahccjg@ahccjg.com.cn,安徽省合肥市包河区山东路508号(大连路与山东路交叉口),3969
603887.SH,SSE,谢晓东,谢晓东,陈伟民,37558.0271,19970426,上海,上海市,www.shcd.cc,shchengdi@163.com,上海市长宁区临虹路289号A座8层,963
600977.SH,SSE,焦宏奋,傅若清,任月,186700.0,20101209,北京,北京市,www.zgdygf.com,ir@chinafilm.com,北京市西城区北展北街7号华远企业号E座,4285
603729.SH,SSE,余亦坤,余亦坤,周衍伟,9333.8,20030610,上海,上海市,www.obm.com.cn,longyuntzz@obm.com.cn,上海市浦东新区民生路118号滨江万科中心16层,209
603165.SH,SSE,冯荣华,冯荣华,胡荣霞,25040.6003,19981109,浙江,嘉兴市,www.rszy.com,rszyzhengquan@163.com;rongshenghuanbao@163.com,浙江省平湖市经济开发区镇南东路588号,1012
603800.SH,SSE,舒志高,邹利明,王骋,20800.0,20011029,江苏,苏州市,www.douson.cn,dsdm@douson.cn;wang_cheng@douson.cn;Xu_jing@douson.cn,江苏省苏州市相城区太平镇兴太路,1046
603721.SH,SSE,曾雄,傅冠军,周智,13000.0,20070413,湖南,长沙市,www.tvzone.cn,tvzone@tvzone.cn,湖南省长沙市天心区芙蓉中路二段188号新世纪体育文化中心网球俱乐部101,483
688215.SH,SSE,袁峰,袁峰,吕蒙,4004.0,20091209,浙江,宁波市,www.sunrise.com.cn,lvmeng@sunrise.com.cn,"浙江省宁波市高新区晶源路6号曙光大楼4楼4-18,4-19,宁波市奉化区萧王庙街道弥勒大道555号,北京市宏业路九号院8号楼505-506室",429
603332.SH,SSE,席文杰,席文杰,何小林,11893.8,20030611,江苏,苏州市,www.jslongjie.com,longjie8@163.com;longjie@suzhoulongjie.com,江苏省苏州市张家港经济开发区(振兴路19号),1287
603032.SH,SSE,宋国强,宋国强,陈翔,16000.8,20030528,新疆,乌鲁木齐市,www.xjdxjy.com,zqb@xjdxjy.com;603032@xjdxjy.com,新疆维吾尔自治区乌鲁木齐市经济技术开发区(头屯河区)高铁北五路236号,755
688106.SH,SSE,金向华,金向华,龚小玲,48433.34,19991028,江苏,苏州市,www.jinhonggroup.com,dongmi@jinhonggroup.com,江苏省苏州市相城区黄埭镇潘阳工业园安民路6号,1224
603668.SH,SSE,陈庆堂,陈庆堂,陈延嗣,33975.7252,20051213,福建,福州市,www.jolma.cn,jolma668@jolma.cn;cyansi@jolma.cn;wenzengdai@126.com,福建省福清市上迳镇工业区,1215
603977.SH,SSE,董家辉,熊旭晴,何骥,55158.1577,20061208,江西,南昌市,www.jxgtjtgw.com,gtirm@jxgtjtgw.com,江西省南昌市高新区高新大道699号,2617
600933.SH,SSE,张建成,张建成,付龙柱,86022.45,20031208,浙江,宁波市,www.ikd-china.com,ikd@ikd-china.com,浙江省宁波市江北区金山路588号,4471
605199.SH,SSE,刘景萍,刘景萍,吴莉,40010.8752,20050622,海南,海口市,www.huluwayaoye.com,hnhlwyyjtgf@163.com,海南省海口市海口国家高新区药谷工业园二期药谷四路8号,1892
605050.SH,SSE,崔建华,崔建兵,崔倩,43500.0,20040708,上海,上海市,www.scmfriend.com,shch@scmfriend.com;zqb@scmfriend.com,上海市宝山区潘泾路3759号(宝山工业园区),456
603699.SH,SSE,王保庆,陆斌,卫瀚森,75000.0,20021114,江苏,苏州市,www.newayvalve.com,dshbgs@neway.com.cn,江苏省苏州市苏州高新区泰山路666号,3420
603717.SH,SSE,罗卫国,罗卫国,罗卫国,24179.624,20000621,重庆,重庆市,www.tygf.cn,IR@tygf.cn,"上海市杨浦区国权北路1688号湾谷科技园B1幢,B2幢",465
688510.SH,SSE,严奇,朱宏大,黄勤,25838.2608,20130130,江苏,无锡市,www.hyatech.cn,IRM@hyatech.cn,江苏省无锡市新东安路35号,369
605369.SH,SSE,施慧勇,钟卫峰,金世伟,8000.0,20090817,浙江,台州市,www.chinagongdong.com,jsw@chinagongdong.com,浙江省台州市黄岩区北院大道10号,927
603778.SH,SSE,回全福,回全福,李萍,50000.0,20021105,北京,北京市,www.qjyl.com,dongshiban@qjyl.com,北京市海淀区门头馨园路1号,257
688277.SH,SSE,张送根,徐进,黄军辉,41844.2648,20101022,北京,北京市,www.tinavi.com,huangjunhui@tinavi.com;tinavi@tinavi.com,北京市海淀区永泰庄北路1号中关村东升国际科学园7号楼二层,282
603398.SH,SSE,吴锭辉,吴锭辉,吴锭辉,29638.28,20030818,广东,汕头市,www.banbao.com,bb@banbao.com,广东省汕头市潮汕路金园工业城13-09片区,577
688222.SH,SSE,李进,李进,耿世伟,40068.0,20120222,四川,成都市,www.hitgen.com,investors@hitgen.com,四川省成都市天府国际生物城(双流区生物城中路二段18号),394
688196.SH,SSE,叶活动,叶活动,郑学东,12000.0,20011101,福建,龙岩市,www.zyxny.com,zyxny@163.com;zyxnyir@163.com,福建省龙岩市新罗区铁山镇平林(福建龙州工业园东宝工业集中区),490
603279.SH,SSE,姜桂廷,姜桂廷,张大伟,41173.95,20101228,山东,德州市,www.jjylj.com,jjhbzqb@163.com,山东省德州市经济开发区晶华路北首,4249
688513.SH,SSE,王颖,王颖,王武平,12009.0,20090601,四川,成都市,www.eastonpharma.cn,ydsw@eastonpharma.cn,四川省成都市高新区西源大道8号,870
688189.SH,SSE,杨文逊,张世喜,黄俊迪,14000.0,20061227,湖南,长沙市,www.nucien.com,nanxin@nucien.com,广东省广州市萝岗区开源大道196号自编1-2栋,474
603220.SH,SSE,李六兵,李六兵,陆念庆,33776.0,19991229,湖北,武汉市,www.whbester.com,best@whbester.com,湖北省武汉市江汉经济开发区江兴路25号C栋,2910
603039.SH,SSE,韦利东,韦利东,金戈,21229.2121,20010314,上海,上海市,www.weaver.com.cn,weaver@weaver.com.cn;jinge@weaver.com.cn;Jolin.zhou@weaver.com.cn,上海市闵行区联航路1188弄33号楼,1237
603256.SH,SSE,毛嘉明,杜甫,邹新娥,87780.0,19980813,上海,上海市,www.gracefabric.com,sales@gracefabric.com;Honghe_news@gracefabric.com,上海市浦东康桥工业区秀沿路123号,747
688178.SH,SSE,刘军,刘军,范凯,8499.7844,20070814,江苏,南京市,www.njwds.com,wondux@njwds.com,江苏省南京市江宁区乾德路57号,634
603221.SH,SSE,宋正兴,宋锦程,李虹,24000.0,19991101,江苏,苏州市,www.eletile.com,elegant@eletile.com;lih@eletile.com,江苏省苏州市张家港市锦丰镇合兴街道,1315
