ts_code,exchange,chairman,manager,secretary,reg_capital,setup_date,province,city,website,email,office,employees
002688.SZ,SZSE,王东晓,谢昌贤,邓一新,63528.9655,19900314,内蒙古,呼和浩特市,www.jinhe.com.cn,jinhe@jinhe.com.cn,内蒙古自治区呼和浩特市托克托县新坪路71号,2094.0
300049.SZ,SZSE,王冠一,林欣,孙秀珍,26305.31,20011226,内蒙古,乌兰察布市,www.fu-rui.com,dshbgs@fu-rui.com,北京市朝阳区新源里16号琨莎中心2座7层,519.0
300083.SZ,SZSE,蔡万峰,蔡万峰,黄博,142858.0868,20030411,广东,东莞市,www.januscn.com,ir@januscn.com,广东省东莞市东城区伟丰路劲胜智能制造产业园行政办公楼,2080.0
300062.SZ,SZSE,陈添旭,CHEN MANHONG,于春江,30800.0,20021202,福建,福州市,www.ceepower.com,ceepower300062@ceepower.com;chenyu@ceepower.com;yuchunjiang@ceepower.com,福建省福州市仓山区金山工业区金洲北路20号,1056.0
300101.SZ,SZSE,莫晓宇,谢俊,陈思莉,55734.0,20030612,四川,成都市,www.corpro.cn,corpro@corpro.cn;touzibu@corpro.cn,四川省成都市高新区高朋大道1号,802.0
300755.SZ,SZSE,彭宇清,彭宇清,张儒平,41679.84,20050526,云南,迪庆藏族自治州,www.vatsliquor.com,dongmiban@vatsliquor.com,北京市东城区白桥大街15号嘉禾国信大厦CD座5层,770.0
002515.SZ,SZSE,施延军,吴月肖,王启辉,97831.328,19941115,浙江,金华市,www.jinzichina.com,jinziham@jinzichina.com,浙江省金华市工业园区金帆街1000号,416.0
300469.SZ,SZSE,张曙华,张曙华,徐云蔚,20513.5376,19971029,上海,上海市,www.cesgroup.com.cn,ir@cesgroup.com.cn,上海市中江路879号11号楼,1280.0
300165.SZ,SZSE,刘召贵,应刚,肖廷良,49018.583,20060704,江苏,苏州市,www.skyray-instrument.com,zqb@skyray-instrument.com,江苏省昆山市玉山镇中华园西路1888号天瑞大厦,1461.0
300624.SZ,SZSE,吴太兵,吴太兵,孙淳,12994.704,20030928,西藏,拉萨市,www.wondershare.cn,zhengquan@wondershare.cn,广东省深圳市南山区粤海街道海天二路软件产业基地5栋D座10楼,745.0
300816.SZ,SZSE,刘屹,刘屹,刘凡,8000.0,20090121,安徽,池州市,www.act-blue.com,akl@act-blue.com,安徽省池州市高新区玉镜路12号,387.0
300041.SZ,SZSE,章锋,王争业,章宏建,42571.2412,19980903,湖北,襄阳市,www.huitian.net.cn,htjy2009@163.com,湖北省襄樊市国家高新技术开发区航天路7号,1262.0
300261.SZ,SZSE,蔡彤,蔡彤,李航,96330.9471,20060113,江苏,苏州市,www.abachem.com,info@abachem.com,江苏省太仓市太仓港港口开发区石化区东方东路18号,1182.0
300646.SZ,SZSE,乔志涌,李国平,童瑶,9000.0,20020910,四川,成都市,www.qygas.com,tongy@qygas.com,四川省成都市都江堰市工业开发区金江村变电站侧,348.0
002555.SZ,SZSE,李卫伟,李卫伟,叶威,211225.1697,19950526,安徽,芜湖市,www.37wan.net,ir@37.com,安徽省芜湖市鸠江区北京中路芜湖广告产业园广告创意综合楼十一楼,2818.0
300241.SZ,SZSE,龚伟斌,龚伟斌,刘雅芳,53579.4963,20000124,广东,深圳市,www.refond.com,investor@refond.com;yafang.liu@refond.com,广东省深圳市宝安区光明新区公明办事处田寮社区第十工业区1栋六楼,2331.0
300230.SZ,SZSE,史佩浩,恽黎明,恽俊,81620.6041,20020110,上海,上海市,www.yonglibelt.com,yongli@yonglibelt.com;yunjun1982@yonglibelt.com;zhongmm@yonglibelt.com,上海市青浦区徐泾镇徐旺路58号,5831.0
002380.SZ,SZSE,刘国耀,胡歙眉,赵文庆,23999.1649,19930527,江苏,南京市,www.sciyon.com,sciyon@sciyon.com;zhaowq@sciyon.com;wuyt@sciyon.com,江苏省南京市江宁区秣陵街道清水亭东路1266号,1037.0
002501.SZ,SZSE,吴睿,姚恩东,于海斌,121483.558,20011113,吉林,辽源市,www.liyuanlvye.com,liyuanxingcaizqb@sina.com,吉林省辽源市龙山区西宁大路5729号,853.0
300467.SZ,SZSE,章建伟,袁旭,康荔,20320.4897,20080807,四川,成都市,www.xunyou.com,corp@xunyou.com,"四川省成都市高新区世纪城南路599号7栋6,7层",342.0
300593.SZ,SZSE,王彬,王彬,王华燕,16556.94,19970611,北京,北京市,www.xinleineng.com,webmaster@xinleineng.com,北京市昌平区科技园区双营中路139号院1号楼,1555.0
002721.SZ,SZSE,王晓峰,王晓丹,孙玉萍,95992.5877,20071126,北京,北京市,www.king1.com.cn,jyzq@1king1.com,北京市海淀区复兴路69号院11号9层,2038.0
002877.SZ,SZSE,沈剑标,沈剑标,沈剑飞,33251.2954,20011112,江苏,无锡市,www.wuxismart.com,sjf@wuxismart.com,江苏省无锡市新吴区锡达路258号,662.0
300105.SZ,SZSE,杨怀亮,杨怀亮,刘克冷,51321.6,19981226,山东,烟台市,lyjs.chnenergy.com.cn,p0002400@chnenergy.com.cn,山东省烟台市经济技术开发区白云山路2号,572.0
300077.SZ,SZSE,孙迎彤,孙迎彤,叶艳桃,55761.5,20000320,广东,深圳市,www.nationstech.com,investors@nationstech.com;info@nationstech.com,广东省深圳市南山区高新北区宝深路109号国民技术大厦,750.0
300181.SZ,SZSE,汪涛,汪涛,郑超一,60862.4848,20000128,浙江,湖州市,www.jolly.com.cn,jolly@zuoli.com;zhengcy@zuoli.com;zhoum@zuoli.com;zuoli@jolly.sina.net,浙江省湖州市德清县阜溪街道志远北路388号,1773.0
300412.SZ,SZSE,方亨志,方正,晁虎,25722.49,20081215,浙江,温州市,www.china-jianan.com,dsb@china-jianan.com,浙江省温州市永嘉县瓯北镇东瓯工业园区大道,1420.0
300888.SZ,SZSE,李建全,李建全,陈惠选,42649.2308,20000824,广东,深圳市,www.winnermedical.com,investor@winnermedical.com,广东省深圳市龙华新区布龙路660号稳健工业园,8951.0
300494.SZ,SZSE,赖春临,赖春临,曹晴,24000.0,20091124,湖北,武汉市,www.shengtian.com,IR@stnts.com,湖北省武汉市东湖新技术开发区光谷大道77号金融港B7栋9-11楼,572.0
300317.SZ,SZSE,丁孔贤,李雳,刘雪芬,82428.3865,19930717,广东,深圳市,www.jiawei.com,jw@jiawei.com;zhutingting@jiawei.com,"广东省深圳市南山区科苑南路3099号中国储能大厦33层A,B,D",700.0
300492.SZ,SZSE,陈栗,陈栗,吴艳兰,14104.737,20030213,四川,成都市,www.cendes-arch.com,cendes.karen@cendes-arch.com;cendes.bso@cendes-arch.com,四川省成都市锦江区东大街芷泉段6号时代1号37F,370.0
300680.SZ,SZSE,倪铭,倪铭,徐行,14417.9563,20040616,江苏,无锡市,www.china-lsh.com,longsheng@china-lsh.com;zqb@china-lsh.com,江苏省无锡市新吴区珠江路99号,651.0
002735.SZ,SZSE,王进军,王进军,白琼,15257.699,19970528,广东,深圳市,www.szwzxc.com,stock@szwzxc.com,广东省深圳市龙华区龙华街道奋进路4号王子工业园,2120.0
002932.SZ,SZSE,陈莉莉,陈莉莉,王锐,6900.5147,20080128,湖北,武汉市,www.mdeasydiagnosis.com,mdswdsh@163.com,湖北省武汉市东湖新技术开发区高新二路388号武汉光谷国际生物医药企业加速器1.2期22栋1层1室,623.0
300278.SZ,SZSE,陈泽,陈泽,华家蓉,59718.3412,20030227,湖北,十堰市,www.hchd.com.cn,hchd@hchd.com.cn;kangbing@hchd.com.cn;hchd_zq@hchd.com.cn,湖北省十堰市茅箭区东益大道9号,1183.0
002577.SZ,SZSE,曾浩,曾浩,谢海波,28288.0,20020805,广东,深圳市,www.rapoo.com,board@rapoo.com,广东省深圳市南山区科苑南路3099号中国储能大厦56楼,165.0
300582.SZ,SZSE,Guichao Hua,F Marshall Miles,贾佩贤,19793.18,20070905,浙江,杭州市,www.cn.inventronics-co.com,sc@inventronics-co.com,浙江省杭州市滨江区长河街道江虹路459号A座,935.0
300822.SZ,SZSE,肖萍,肖萍,李海俭,10667.0,20100514,广东,深圳市,www.szbtk.com,btkcw01@bestekgroup.cn,"广东省深圳市龙岗区龙岗街道龙西社区学园路第三工业区22栋,23栋,34栋,37栋",1289.0
300214.SZ,SZSE,彭国锋,彭国锋,田志龙,42581.2614,20031226,山东,潍坊市,www.rikechem.com,rikechem@rikechem.com;tianzhilong@rikechem.com,山东省潍坊市昌乐县英轩街3999号,891.0
002719.SZ,SZSE,李勇,李刚,姚雪,17413.9457,20021230,新疆,昌吉回族自治州,www.maiquer.com,bod@maiquer.com;wanglinbin@maiquer.com,新疆维吾尔自治区昌吉回族自治州昌吉市经济技术开发区麦趣尔大道,1919.0
002631.SZ,SZSE,汝继勇,汝继勇,何霞,66557.8725,20041202,江苏,苏州市,www.der.com.cn,der@der.com.cn;zbhexia@der.com.cn;zbyouxy@der.com.cn,江苏省苏州市吴江区开平路3333号德尔广场B栋23楼-25楼,3154.0
300712.SZ,SZSE,林一文,林一文,卢庆议,18210.4,19940301,福建,福州市,www.fjyfdl.com,yfdb@fjyongfu.com,福建省福州市闽侯县上街镇海西科技园高新大道3号,1048.0
300864.SZ,SZSE,陆朝阳,陆朝阳,李良,4800.0,20120803,江苏,南京市,www.njuae.cn,dmb@njuae.cn,江苏省南京市六合区科创大道9号A6栋5层,432.0
003012.SZ,SZSE,何新明,龚志云,黄征,103000.0,20111104,广东,清远市,www.dongpeng.net,dongpeng@dongpeng.net,广东省清远市清城区高新技术开发区陶瓷工业城内,9971.0
002968.SZ,SZSE,李茂顺,刘文波,翁家林,10746.4,19981210,重庆,重庆市,www.dzwy.com,wengjl@dzwy.com;wangxiao@dzwy.com,重庆市渝中区虎踞路78号1-1#,19753.0
002420.SZ,SZSE,熊海涛,徐建新,叶昌焱,40100.0,19970912,广东,广州市,www.echom.com,zhengquan@echom.com,广东省广州市高新技术产业开发区科学城科丰路29号,2495.0
002913.SZ,SZSE,程涌,贺波,贺梓修,14786.8152,20080521,湖南,益阳市,www.askpcb.com,askpcb@askpcb.com;hezx@askpcb.com;fin02@askpcb.com,广东省深圳市南山区深圳湾科技生态园三区11栋A座3601A,4094.0
002402.SZ,SZSE,刘建伟,刘建伟,罗珊珊,91401.6928,20000112,广东,深圳市,www.szhittech.com,het@szhittech.com,广东省深圳市南山区高新南区科技南十路6号深圳航天科技创新研究院大厦D座10楼,4177.0
300748.SZ,SZSE,蔡报贵,蔡报贵,鹿明,41597.6216,20080819,江西,赣州市,www.jlmag.com.cn,jlmag_info@jlmag.com.cn,江西省赣州市经济技术开发区金岭西路81号,2189.0
300171.SZ,SZSE,郑效东,郑效东,王艳,62833.704,19931225,上海,上海市,www.tofflon.com,dfl@tofflon.com,上海市闵行区都会路1509号,2457.0
002560.SZ,SZSE,马红菊,曲洪普,张治中,51876.247,20020326,河南,洛阳市,www.hntddl.com,hntddlzqb@163.com,河南省偃师市史家湾工业区,561.0
300115.SZ,SZSE,陈奇星,陈小硕,胡宇龙,100085.643,20010717,广东,深圳市,www.ewpt.cn,IR@ewpt.com,广东省深圳市宝安区福永镇桥头富桥工业三区11栋,21606.0
300878.SZ,SZSE,刘忠良,卢卫芳,谢立恒,8043.9068,20000331,浙江,丽水市,www.zjwk.com,zjwk@zjwk.com,浙江省丽水市莲都区经济开发区遂松路2号,841.0
002412.SZ,SZSE,刘正清,刘正清,戴江洪,50320.0,19980121,湖南,益阳市,www.hansenzy.com,office@hansenzy.com;hnyydjh@163.com;maxiwen_218@163.com,湖南省益阳市银城南路龙岭工业园,1561.0
002908.SZ,SZSE,虢晓彬,虢晓彬,陈曲,20079.4668,19990813,广东,广州市,www.e-tecsun.com,stock@e-tecsun.net,"广东省广州市天河区软件路15号第二层201室,三,四层",987.0
300726.SZ,SZSE,钟若农,曾琛,曾垒,40010.0,19931118,湖南,株洲市,www.hongdacap.com.cn,hongdaelectronics@foxmail.com;leonzenglei@foxmail.com;zhengyx1208@foxmail.com,湖南省株洲市天元区渌江路2号,1299.0
300903.SZ,SZSE,郑晓蓉,郑晓蓉,郑海涛,17233.7694,20011102,广东,惠州市,www.gdkxpcb.com,zqb@kxkjpcb.com,广东省惠州市惠阳区大亚湾西区龙山八路9号,2600.0
002342.SZ,SZSE,杨建国,张虹,张云,96000.0,20041207,河北,保定市,www.julisling.com,juli@julisling.com;zhangyun@julisling.com;cailiuyangjlsj@163.com,河北省保定市徐水县巨力路,2221.0
002525.SZ,SZSE,姚胜,姚胜,余凤庭,6800.0,20031023,湖南,岳阳市,www.shengjingshanhe.com,sjshdm@vip.163.com,湖南省岳阳市岳阳经济技术开发区通海路,110.0
002647.SZ,SZSE,王石山,王石山,霍东,55993.665,19980724,浙江,绍兴市,www.rendongholdings.com,huod@rendongholdings.com;jiah@rendongholdings.com;Dmb@rendongholdings.com,北京市朝阳区正大中心北塔30层,359.0
002892.SZ,SZSE,聂鹏举,聂鹏举,李伟,14212.0,20100908,湖南,永州市,www.kelimotor.com,stock@kelimotor.com,广东省深圳市南山区深圳湾科技生态园9栋B3座5楼运营中心,2714.0
300510.SZ,SZSE,魏庆辉,魏庆辉,赵红云,88288.4984,20061019,吉林,长春市,www.jljgdq.cn,jilinjinguan@163.com,吉林省长春市双阳经济开发区延寿路4号,1563.0
300209.SZ,SZSE,肖四清,肖四清,唐香素,42373.2024,20000525,湖南,长沙市,www.tiza.com.cn,tianze@tiza.com.cn;tang_xs@tiza.com.cn;liudan@tiza.com.cn,江苏省南京市建邺区云龙山路80号,2903.0
002454.SZ,SZSE,陈焕雄,纪安康,陈睿,62858.16,20020604,上海,上海市,www.shsongz.com.cn,shstock@shsongz.com.cn;chenrui@shsongz.com,上海市闵行区莘庄工业园区颛兴路2059号,3052.0
300798.SZ,SZSE,赵卫国,赵卫国,肖卫兵,41774.8945,19990120,江苏,泰州市,www.jinjidyes.com,xiaoweibing@jinjidyes.com;zhanghongwu@jinjidyes.com,江苏省泰州市泰兴市经济开发区新港路10号,709.0
300611.SZ,SZSE,章碧鸿,刘小洪,章夏巍,17895.055,20020516,浙江,绍兴市,www.china-springs.com,xiawei.zhang@china-springs.com;yuqi.liang@china-springs.com,浙江省绍兴市新昌县新昌大道西路1365号,1064.0
002959.SZ,SZSE,李一峰,李一峰,刘奎,15600.0,20060316,广东,佛山市,www.bears.com.cn,xxdq01@bears.com.cn,广东省佛山市顺德区勒流街道富安工业区连安路3号,3377.0
002945.SZ,SZSE,林立,朱文瑾,关晓斌,270000.0,19970618,西藏,拉萨市,www.chinalin.com,ir@chinalin.com;IR@chinalin.com,深圳市南山区深南大道9668号华润置地大厦C座31-33层,1324.0
002298.SZ,SZSE,瞿洪桂,瞿洪桂,汪宇,69150.5915,19980515,安徽,芜湖市,www.ah-zdxl.com,xinlongdsb@126.com;ganhongliang@163.com,安徽省芜湖市经济技术开发区电器部件园(九华北路118号),2840.0
300757.SZ,SZSE,戴军,戴军,王宏军,10400.0,20110414,江苏,苏州市,www.robo-technik.com,zqb@robo-technik.com,江苏省苏州市苏州工业园区唯亭港浪路3号,503.0
002307.SZ,SZSE,张斌,朱长江,顾建民,105465.8053,20010807,新疆,乌鲁木齐市,www.bxlq.com,zqb@xjbxlq.com;121514193@qq.com,新疆维吾尔自治区乌鲁木齐市经济技术开发区(头屯河区)澎湖路33号北新大厦20-22层,4243.0
002263.SZ,SZSE,骆平,骆平,王陈,187836.01,20000608,浙江,绍兴市,www.chinaddn.com,ddn@chinaddn.com;ddnwangc@163.com;ddnsst@163.com,浙江省诸暨市陶朱街道千禧路5号,652.0
002167.SZ,SZSE,许刚,,谭若闻,62094.6,19951110,广东,汕头市,www.orientzr.com,orientzr@orientzr.com;zhaochao@orientzr.com;rwtan@orientzr.com,广东省汕头市珠津工业区凯撒工业园珠津一街3号楼3层,841.0
300920.SZ,SZSE,杨庆锋,杨庆锋,万立祥,7500.0,20121031,浙江,湖州市,www.zj-runyang.com,wanlixiang@zj-runyang.com,浙江省湖州市长兴县吕山乡长吕路16号及湖州市长兴县李家巷镇南太湖老虎洞村,565.0
300146.SZ,SZSE,林志成,林志成,唐金银,158102.0554,20050401,广东,珠海市,www.by-health.com.cn,tcbj@by-health.com;tangjy@by-health.com,广东省广州市科学城科学大道中99号科汇金谷3街3号,2573.0
002947.SZ,SZSE,荆天平,荆天平,荆京平,12664.951,20110727,江苏,苏州市,www.hengmingda.com,hmd_zq@hengmingdaks.com,江苏省昆山市巴城镇石牌塔基路1568号,690.0
300631.SZ,SZSE,党建兵,范克银,程恒,10862.3146,19971222,江苏,南京市,www.jiuwu.com,ir@jiuwu.com,江苏省南京市浦口区园思路9号,369.0
300330.SZ,SZSE,秦伟芳,钱亮,文馨,17115.79,19970425,上海,上海市,www.huahongjt.com,hhjt@huahongjt.com;wangxi@huahongjt.com;wenxin@huahongjt.com,"上海市锦绣东路2777弄9号,11号",170.0
002142.SZ,SZSE,陆华裕,罗孟波,俞罡,600801.6286,19970410,浙江,宁波市,www.nbcb.com.cn,dsh@nbcb.com.cn,浙江省宁波市鄞州区宁东路345号,18750.0
002106.SZ,SZSE,臧卫东,李绍宗,王行村,70581.616,19920721,广东,深圳市,www.laibao.com.cn,lbgk@laibao.com.cn,广东省深圳市光明新区光明高新技术产业园区五号路9号,1209.0
300859.SZ,SZSE,吴科年,李新萍,杨晓红,15500.0,20010118,新疆,昌吉回族自治州,www.xylygf.com,xyly20010118@163.com;852598196@qq.com,新疆维吾尔自治区昌吉回族自治州阜康市准噶尔路229号,468.0
300140.SZ,SZSE,朱彤,赵文峰,郭新安,42724.4052,20010328,陕西,西安市,www.zhzb.cecep.cn,danghonggang@cepec.cn;gurong@cepec.cn;guoxinan@cepec.cn,陕西省西安市经济技术开发区凤城十二路98号,2114.0
002144.SZ,SZSE,沈国甫,许建舟,马强强,17676.2528,19970724,浙江,嘉兴市,www.zjhongda.com.cn,sgf@zjhongda.com.cn;hdgk@zjhongda.com.cn;mqq@zjhongda.com.cn,浙江省海宁市许村镇建设路118号,605.0
002302.SZ,SZSE,吴志旗,吴志旗,林彬,126235.4304,20011018,新疆,乌鲁木齐市,cwcg.cscec.com,zjxbjs@cscec.com;linb@cscec.com;chen_chi@cscec.com;hcm_west@cscec.com,四川省成都市天府新区汉州路989号中建大厦25-26层,5690.0
002140.SZ,SZSE,吴光美,李立新,张学明,54536.644,20010718,安徽,合肥市,www.chinaecec.com,ecec@chinaecec.com;sunzheng@chinaecec.com;zhangxueming@chinaecec.com,安徽省合肥市望江东路70号,1228.0
002873.SZ,SZSE,董大伦,董大伦,王光平,11714.6883,19950811,贵州,贵阳市,www.gyxtyy.com,002873@xtyyoa.com,贵州省贵阳市国家高新技术产业开发区新添大道114号,1157.0
002872.SZ,SZSE,刘爽,,王琴,31800.0,20011016,重庆,重庆市,www.tszy.com.cn,zqb@tszy.com.cn,重庆市朝阳工业园区(垫江桂溪),2162.0
300867.SZ,SZSE,朱煜煊,朱恒冰,陈文钰,27174.1053,19971009,福建,厦门市,www.chinasyep.com,chinasyep@126.com,福建省厦门市湖里区湖里大道6号北方商务大厦519,1093.0
300208.SZ,SZSE,李向罡,李向罡,赵子明,74947.5,19980310,山东,青岛市,www.qdzzzc.com,qdzhongcheng@qdzzzc.com;hengshunzqb@188.com,山东省青岛市城阳区流亭街道双元路西侧(空港工业聚集区),432.0
002557.SZ,SZSE,陈先保,陈先保,陈俊,50700.0,20010809,安徽,合肥市,www.qiaqiafood.com,qiaqia@qiaqiafood.com;yaow@qiaqiafood.com;chenj@qiaqiafood.com,安徽省合肥市经济技术开发区莲花路1307号,4550.0
300599.SZ,SZSE,黄淦雄,彭晓伟,杨燕芳,30400.0,20041101,广东,佛山市,www.xiongsu.cn,gdxs@xiongsu.cn;XS300599@126.com,广东省佛山市南海区九江镇龙高路敦根路段雄塑工业园,1691.0
002925.SZ,SZSE,林松华,王战庆,李金苗,45842.943,20110524,福建,厦门市,www.intretech.com,stock@intretech.com,福建省厦门市海沧区东孚西路100号,4651.0
002986.SZ,SZSE,胡先念,胡先念,邱大梁,11334.0,20091012,湖南,长沙市,www.yussen.com.cn,stock@yussen.com.cn,广东省惠州市大亚湾区石化大道426号中海油大厦9层,335.0
002922.SZ,SZSE,肖俊承,王一龙,陈丽君,17440.86,19991015,广东,佛山市,www.eaglerise.com,judy.chen@eaglerise.com,广东省佛山市顺德区北滘镇环镇东路4号,2134.0
002746.SZ,SZSE,王寿纯,王寿恒,许士卫,46369.2511,20010614,山东,烟台市,www.sdxiantan.com,xtzq@sdxiantan.com;xt@sdxiantan.com,山东省烟台市牟平工业园区(城东),5190.0
300483.SZ,SZSE,钱翔,钱翔,吴茌帏,14918.4287,20030108,上海,上海市,www.worthgarden.com,worthgarden@worthgarden.com;hailin@worthgarden.com;Jackwu@worthgarden.com,上海市闵行区元江路5000号,436.0
002724.SZ,SZSE,杨志杰,杨志杰,陈艳,77982.9726,19950811,广东,深圳市,www.haiyangwang.com,ok@haiyangwang.com;zhuly@oceansking.com;chenyan@haiyangwang.com,广东省深圳市宝安区光明新区高新路1601号海洋王科技楼,2744.0
002758.SZ,SZSE,包中海,林昌斌,金鼎,48798.4982,19990816,浙江,绍兴市,www.sxhtyy.net,jinding@znjtgf.com;zl@znjtgf.com;zngf002758@znjtgf.com,浙江省杭州市滨江区长河街道江虹路768号浙农科创园3号楼8楼,1114.0
002859.SZ,SZSE,方隽云,方隽云,张君刚,41132.9479,20010409,浙江,湖州市,www.jmkj.com,jm001506@zjjm.cn;002859@zjjm.cn;jm001450@zjjm.cn;jm000272@zjjm.cn,浙江省湖州市安吉经济开发区阳光工业园区/浙江省杭州市西湖区文二路207号耀江文欣大厦316室,2106.0
002955.SZ,SZSE,邢修青,王京,孙晓蔷,23645.4451,20100528,北京,北京市,www.honghe-tech.com,dongban@honghe-tech.com,北京市朝阳区融新科技中心F座12层,2902.0
300632.SZ,SZSE,林瑞梅,林文坤,张金燕,30722.6243,19941207,福建,厦门市,,gp@gpelec.cn;zhangjy@gpelec.cn;zhanqr@gpelec.cn,福建省厦门市厦门火炬高新区(翔安)产业区民安大道1800-1812号,1446.0
300308.SZ,SZSE,王伟修,刘圣,王军,71316.5136,20050627,山东,烟台市,www.zj-innolight.com,info@zhongji.cc;zhongji300308@zhongji.cc,山东省龙口市诸由观镇驻地,3449.0
002619.SZ,SZSE,王双义,王双义,李斐,184489.6231,20010626,浙江,金华市,www.egls.cn,ir@egls.cn,北京市海淀区花园北路35号院9号楼健康智谷大厦11层,383.0
002729.SZ,SZSE,杨力,杨力,马志容,6668.0,19920523,福建,厦门市,www.hollyfuse.com,securities@hollyfuse.com,福建省厦门市翔安区舫山东二路829号,559.0
300763.SZ,SZSE,王一鸣,王一鸣,张婵,14566.0789,20050909,浙江,宁波市,www.ginlong.com,ir@ginlong.com,浙江省宁波市象山县经济开发区滨海工业园金通路57号,739.0
002645.SZ,SZSE,胡士勇,胡品龙,朱大勇,56772.1698,20040819,江苏,无锡市,www.hhyyjx.net,hhkj@hhyyjx.com,江苏省江阴市周庄镇澄杨路1118号,1555.0
300520.SZ,SZSE,董永东,董永东,储士升,24951.5065,20001106,安徽,合肥市,www.kdgcsoft.com,zhengquanbu@ustcsoft.com,安徽省合肥市高新区文曲路355号,3072.0
002671.SZ,SZSE,付波,付波,唐倩,56693.0368,20000822,山东,淄博市,www.lq-pipe.cn,longquangd@163.com;longquan_zsc@163.com,江苏省常州市新北区沿江东路533号,1177.0
300698.SZ,SZSE,张禾阳,张禾阳,冯宇,13400.0,19970128,浙江,杭州市,www.wanma-tech.cn,WangLina@wanma-tech.cn;icoco8891@126.com;yinuo418@126.com,浙江省杭州市临安区太湖源镇青云村,602.0
300486.SZ,SZSE,王永红,王永红,张新海,27100.6254,19951214,山西,太原市,www.omhgroup.com,sec@omhgroup.com;huchenyang@omhgroup.com,山西省太原市新兰路51号,586.0
002962.SZ,SZSE,廖彬斌,廖彬斌,廖彬斌,24469.9,20120611,湖北,荆州市,www.w-olf.com,david.luo@w-olf.com,湖北省荆州市深圳大道55号,1066.0
300282.SZ,SZSE,林荣滨,牛大铭,杨玉英,37430.6455,20030903,北京,北京市,www.ssedu.com,dm@ssedu.com,北京市海淀区西北旺东路10号院21号楼三盛大厦5-6层,512.0
002583.SZ,SZSE,陈清州,陈清州,周炎,183957.3991,19930511,广东,深圳市,www.hytera.com,stock@hytera.com;zhiyong.tian@hytera.com,广东省深圳市南山区高新区北区北环路9108号海能达大厦,8164.0
002431.SZ,SZSE,林从孝,林从孝,陈思思,148698.545,19930921,河南,郑州市,www.palm-la.com,002431@palm-la.com,广东省广州市天河区马场路16号富力盈盛广场B栋23-25楼,1269.0
002732.SZ,SZSE,李志平,冯立科,李春锋,15735.0,20021230,广东,广州市,www.yantangmilk.com,master@ytdairy.com,广东省广州市黄埔区香荔路188号,1433.0
300248.SZ,SZSE,杨维国,杨维国,赵璇,48109.2495,20000425,河南,郑州市,www.newcapec.com.cn,zqswb@newcapec.net;zhaoxin@newcapec.net;zhaoxuan@newcapec.net,河南省郑州市高新技术产业开发区迎春街18号,2449.0
300623.SZ,SZSE,黄善兵,黄健,张家铨,49100.2199,19950329,江苏,南通市,www.jjwdz.com,zjq@jjwdz.com;jjmhxx@163.com;syfang@jjwdz.com,江苏省启东市经济开发区钱塘江路3000号,949.0
